customer_id,gender,age,married,number_of_dependents,city,zip_code,latitude,longitude,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status,churn_category,churn_reason
0218-QNVAS,Male,22,Yes,1,Indio,92203,33.75293800,-116.23005500,1,71,"Offer A",Yes,28.34,Yes,Yes,"Fiber Optic",59.00,No,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",100.55,7113.75,16.99,0.00,2012.14,9108.90,Stayed,,
0219-YTZUE,Male,26,Yes,0,"San Diego",92122,32.85723000,-117.20977400,5,4,"Offer E",Yes,28.77,Yes,Yes,"Fiber Optic",19.00,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.80,371.90,0.00,0.00,115.08,486.98,Churned,Competitor,"Competitor made better offer"
0220-EBGCE,Male,58,No,0,Escondido,92027,33.14126500,-116.96722100,0,2,"Offer E",Yes,14.14,No,Yes,"Fiber Optic",28.00,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.85,167.30,0.00,0.00,28.28,195.58,Churned,Competitor,"Competitor made better offer"
0221-WMXNQ,Male,66,No,0,Chino,91710,33.99064600,-117.66302500,0,4,"Offer E",Yes,36.40,No,Yes,"Fiber Optic",29.00,Yes,No,No,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",75.35,273.40,0.00,0.00,145.60,419.00,Stayed,,
0224-HJAPT,Male,25,No,0,"San Diego",92117,32.82508600,-117.19942400,0,5,None,Yes,22.01,Yes,Yes,Cable,85.00,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",47.15,223.15,0.00,0.00,110.05,333.20,Churned,Competitor,"Competitor made better offer"
0224-RLWWD,Female,73,No,0,Calexico,92231,32.69065400,-115.43122500,0,2,"Offer E",Yes,23.91,No,Yes,Cable,22.00,No,No,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",44.30,89.30,0.00,0.00,47.82,137.12,Joined,,
0225-ZORZP,Male,46,No,0,Groveland,95321,37.90296800,-119.66754400,0,3,"Offer E",Yes,13.72,No,Yes,"Fiber Optic",26.00,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",84.30,235.05,0.00,0.00,41.16,276.21,Joined,,
0228-MAUWC,Male,40,No,0,"Los Gatos",95033,37.16019400,-121.94561100,0,19,"Offer D",Yes,11.85,Yes,Yes,DSL,18.00,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",59.55,1144.60,0.00,0.00,225.15,1369.75,Stayed,,
0229-LFJAF,Male,53,No,0,Clovis,93611,36.91765200,-119.59375700,0,72,"Offer A",Yes,3.66,Yes,Yes,DSL,13.00,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",69.65,4908.25,0.00,0.00,263.52,5171.77,Stayed,,
0231-LXVAP,Male,23,No,0,Temecula,92592,33.50725500,-117.02947300,0,1,None,Yes,44.56,No,Yes,"Fiber Optic",27.00,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.90,75.90,0.00,0.00,44.56,120.46,Churned,Competitor,"Competitor made better offer"
0233-FTHAV,Female,24,No,0,Livingston,95334,37.36198700,-120.74839400,0,60,None,Yes,15.29,Yes,Yes,"Fiber Optic",48.00,No,No,Yes,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",79.20,4765.00,0.00,0.00,917.40,5682.40,Stayed,,
0235-KGSLC,Female,45,No,0,Buellton,93427,34.63136200,-120.23821800,0,1,"Offer E",Yes,33.34,No,Yes,"Fiber Optic",4.00,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",85.55,85.55,0.00,0.00,33.34,118.89,Churned,Other,Moved
0236-HFWSV,Male,49,No,0,Palmdale,93552,34.55771100,-118.02944100,0,15,None,Yes,48.93,Yes,Yes,"Fiber Optic",15.00,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.35,1444.65,0.00,0.00,733.95,2178.60,Churned,Competitor,"Competitor had better devices"
0237-YFUTL,Female,62,Yes,0,"Midway City",92655,33.74443900,-117.98588000,4,50,"Offer B",Yes,34.57,Yes,Yes,"Fiber Optic",13.00,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",109.65,5405.80,0.00,0.00,1728.50,7134.30,Stayed,,
0238-WHBIQ,Male,25,Yes,1,Folsom,95630,38.67263800,-121.14740300,10,72,"Offer A",Yes,33.75,Yes,Yes,Cable,30.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",89.70,6339.30,0.00,0.00,2430.00,8769.30,Stayed,,
0239-OXEXL,Female,37,No,0,Oakland,94619,37.78718600,-122.14633000,0,46,None,Yes,43.27,Yes,Yes,"Fiber Optic",21.00,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",84.25,3847.60,0.00,100.00,1990.42,5938.02,Stayed,,
0244-LGNFY,Female,35,Yes,1,"San Anselmo",94960,37.99272000,-122.57502600,4,72,None,Yes,30.00,Yes,Yes,DSL,19.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",92.65,6733.00,0.00,0.00,2160.00,8893.00,Stayed,,
0248-IPDFW,Female,19,No,0,"Lake Elsinore",92530,33.65542100,-117.39175100,0,1,None,Yes,29.13,Yes,Yes,Cable,51.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",50.10,50.10,0.00,0.00,29.13,79.23,Joined,,
0248-PGHBZ,Female,69,No,0,"San Clemente",92672,33.42948800,-117.60943200,0,67,"Offer A",Yes,2.57,No,Yes,"Fiber Optic",21.00,Yes,Yes,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",92.45,6140.85,0.00,0.00,172.19,6313.04,Stayed,,
0253-ZTEOB,Female,44,Yes,1,"Los Angeles",90004,34.07625900,-118.31071500,5,48,None,Yes,8.94,Yes,Yes,DSL,27.00,No,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",79.65,3870.30,0.00,0.00,429.12,4299.42,Stayed,,
0254-FNMCI,Female,19,No,0,Downey,90241,33.94088400,-118.12862800,0,72,None,Yes,41.91,No,Yes,"Fiber Optic",73.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",109.90,7624.20,0.00,0.00,3017.52,10641.72,Stayed,,
0254-KCJGT,Male,64,Yes,0,"Bodega Bay",94923,38.37716500,-123.03795700,6,52,"Offer B",Yes,41.34,Yes,Yes,Cable,24.00,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",81.40,4354.45,0.00,0.00,2149.68,6504.13,Stayed,,
0254-WWRKD,Female,44,Yes,3,Challenge,95925,39.46176800,-121.19582500,1,67,"Offer A",Yes,46.90,No,Yes,Cable,28.00,No,Yes,No,No,No,No,No,Yes,"One Year",No,"Credit Card",50.55,3431.75,0.00,0.00,3142.30,6574.05,Stayed,,
0256-LTHVJ,Female,58,Yes,0,Ludlow,92338,34.70276600,-116.09337600,1,28,"Offer C",Yes,16.85,No,Yes,"Fiber Optic",13.00,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.05,2227.10,0.00,0.00,471.80,2698.90,Churned,Competitor,"Competitor had better devices"
0257-KXZGU,Female,29,Yes,1,"Santa Clara",95051,37.34812900,-121.98469000,9,32,"Offer C",Yes,33.28,Yes,Yes,DSL,51.00,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",62.45,2045.55,0.00,0.00,1064.96,3110.51,Stayed,,
0257-ZESQC,Female,80,Yes,0,Perris,92571,33.82828900,-117.20166600,2,27,None,Yes,7.02,No,Yes,Cable,25.00,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.20,1929.35,0.00,0.00,189.54,2118.89,Churned,Attitude,"Attitude of support person"
0258-NOKBL,Male,22,No,0,Fortuna,95540,40.58499100,-124.12150400,0,3,None,Yes,31.48,No,Yes,"Fiber Optic",73.00,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",90.40,268.45,0.00,0.00,94.44,362.89,Joined,,
0259-GBZSH,Male,22,No,0,"San Diego",92122,32.85723000,-117.20977400,0,2,"Offer E",Yes,40.43,Yes,Yes,Cable,27.00,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.65,181.50,0.00,0.00,80.86,262.36,Churned,Competitor,"Competitor made better offer"
0260-ZDLGK,Female,50,No,2,"San Dimas",91773,34.10211900,-117.81553200,0,9,None,Yes,35.49,No,Yes,Cable,11.00,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",72.90,651.40,0.00,0.00,319.41,970.81,Churned,Competitor,"Competitor made better offer"
0263-FJTQO,Male,53,Yes,2,Rescue,95672,38.72432200,-120.99123700,10,50,"Offer B",Yes,44.49,Yes,Yes,Cable,28.00,Yes,No,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",70.50,3486.65,0.00,0.00,2224.50,5711.15,Stayed,,
0265-EDXBD,Male,76,Yes,0,"San Diego",92122,32.85723000,-117.20977400,2,32,"Offer C",Yes,47.34,Yes,Yes,"Fiber Optic",10.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.90,2303.35,0.00,0.00,1514.88,3818.23,Churned,Attitude,"Attitude of support person"
0265-PSUAE,Female,57,Yes,3,Lotus,95651,38.81551500,-120.91699700,10,16,"Offer D",Yes,27.27,No,Yes,"Fiber Optic",76.00,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",100.70,1522.70,0.00,0.00,436.32,1959.02,Stayed,,
0266-CLZKZ,Female,45,Yes,3,"San Marcos",92078,33.11902800,-117.16603600,8,67,"Offer A",Yes,17.79,Yes,Yes,"Fiber Optic",22.00,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",105.65,6717.90,0.00,0.00,1191.93,7909.83,Stayed,,
0266-GMEAO,Male,43,Yes,1,Lompoc,93436,34.60105500,-120.38291700,1,72,None,Yes,15.94,Yes,Yes,"Fiber Optic",13.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",114.30,8058.55,0.00,0.00,1147.68,9206.23,Stayed,,
0270-THENM,Male,62,Yes,2,"Mission Hills",91345,34.26638900,-118.45974400,1,72,None,Yes,28.37,Yes,Yes,DSL,18.00,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",69.85,5102.35,25.24,0.00,2042.64,7119.75,Stayed,,
0277-BKSQP,Male,49,Yes,3,"Harbor City",90710,33.79826600,-118.30023700,10,8,"Offer E",Yes,1.56,No,Yes,DSL,57.00,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",54.40,475.10,0.00,0.00,12.48,487.58,Stayed,,
0280-XJGEX,Male,38,No,1,"Los Angeles",90015,34.03922400,-118.26629300,0,49,None,Yes,44.33,Yes,Yes,"Fiber Optic",11.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.70,5036.30,0.00,0.00,2172.17,7208.47,Churned,Competitor,"Competitor had better devices"
0285-INHLN,Male,54,Yes,6,Badger,93603,36.64545000,-118.92498200,5,27,None,Yes,36.19,No,Yes,DSL,53.00,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",54.75,1510.30,0.00,0.00,977.13,2487.43,Stayed,,
0289-IVARM,Female,57,No,0,Parlier,93648,36.62223700,-119.52112600,0,35,None,Yes,44.81,No,Yes,DSL,20.00,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",60.55,1982.60,0.00,0.00,1568.35,3550.95,Stayed,,
0292-WEGCH,Female,40,Yes,2,"Death Valley",92328,36.27688000,-117.03332600,7,54,"Offer B",Yes,4.33,Yes,Yes,DSL,12.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.20,4524.05,0.00,0.00,233.82,4757.87,Stayed,,
0295-PPHDO,Male,56,No,0,"La Puente",91744,34.03144100,-117.93643600,0,1,None,Yes,5.59,Yes,Yes,"Fiber Optic",2.00,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.45,95.45,0.00,0.00,5.59,101.04,Churned,Competitor,"Competitor had better devices"
0295-QVKPB,Male,38,No,0,Riverdale,93656,36.45221100,-119.94575000,0,5,"Offer E",Yes,13.96,No,Yes,DSL,5.00,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",63.95,318.10,0.00,0.00,69.80,387.90,Stayed,,
0297-RBCSG,Male,61,No,0,"San Francisco",94104,37.79122200,-122.40224100,0,19,None,Yes,41.79,No,Yes,DSL,6.00,No,Yes,No,Yes,No,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",65.35,1231.85,0.00,60.00,794.01,2085.86,Stayed,,
0302-JOIVN,Female,47,Yes,0,"San Diego",92109,32.78783600,-117.23237600,1,8,None,Yes,16.88,No,Yes,"Fiber Optic",6.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",101.15,842.90,0.00,0.00,135.04,977.94,Churned,Competitor,"Competitor made better offer"
0303-UNCIP,Male,35,No,0,Claremont,91711,34.12762100,-117.71786300,0,41,"Offer B",Yes,37.55,Yes,Yes,DSL,30.00,No,No,Yes,No,No,Yes,Yes,No,"One Year",No,"Mailed Check",65.00,2531.80,0.00,140.00,1539.55,4211.35,Stayed,,
0306-JAELE,Male,61,No,0,Fallbrook,92028,33.36257500,-117.29964400,0,5,None,Yes,31.09,No,Yes,"Fiber Optic",11.00,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.10,453.40,0.00,0.00,155.45,608.85,Churned,Competitor,"Competitor made better offer"
0308-GIQJT,Male,80,No,0,"San Diego",92126,32.88692500,-117.15216200,0,71,None,Yes,6.10,Yes,Yes,"Fiber Optic",9.00,No,Yes,No,Yes,Yes,Yes,No,Yes,"One Year",No,"Bank Withdrawal",105.75,7382.85,0.00,0.00,433.10,7815.95,Stayed,,
0310-MVLET,Female,63,Yes,0,Snelling,95369,37.52170800,-120.42684300,1,61,None,Yes,49.33,Yes,Yes,"Fiber Optic",7.00,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.15,6010.05,0.00,0.00,3009.13,9019.18,Churned,Dissatisfaction,"Service dissatisfaction"
0310-SUCIN,Female,50,Yes,0,Darwin,93522,36.31918100,-117.59305300,2,71,None,Yes,23.06,No,Yes,Cable,6.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",84.80,6046.10,0.00,0.00,1637.26,7683.36,Stayed,,
0311-QYWSS,Female,63,No,0,Garberville,95542,40.05778400,-123.67946100,0,6,None,Yes,39.16,No,Yes,DSL,8.00,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.45,314.60,0.00,0.00,234.96,549.56,Stayed,,
0311-UNPFF,Female,58,No,0,"Long Beach",90807,33.83009900,-118.18223900,0,26,None,Yes,38.09,No,Yes,"Fiber Optic",22.00,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",88.80,2274.35,0.00,50.00,990.34,3314.69,Churned,Dissatisfaction,"Service dissatisfaction"
0314-TKOSI,Female,29,No,0,Upland,91784,34.14114600,-117.65558300,0,6,"Offer E",Yes,6.98,No,Yes,Cable,30.00,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,"Mailed Check",55.15,322.90,0.00,0.00,41.88,364.78,Stayed,,
0315-LVCRK,Male,54,No,0,"El Dorado Hills",95762,38.68443700,-121.05563400,0,11,None,Yes,30.57,No,Yes,"Fiber Optic",15.00,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",84.80,888.75,0.00,0.00,336.27,1225.02,Stayed,,
0318-QUUOB,Male,25,Yes,0,"Santa Rosa",95403,38.48843100,-122.75283900,1,1,None,Yes,43.67,No,Yes,"Fiber Optic",73.00,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",80.55,80.55,0.00,0.00,43.67,124.22,Churned,Competitor,"Competitor had better devices"
0319-QZTCO,Female,25,Yes,2,"Santa Rosa",95401,38.46051700,-122.79033500,9,3,"Offer E",Yes,11.47,No,Yes,DSL,51.00,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",58.70,168.60,0.00,0.00,34.41,203.01,Joined,,
0320-DWVTU,Female,46,No,0,Riverdale,93656,36.45221100,-119.94575000,0,53,"Offer B",Yes,43.57,No,Yes,"Fiber Optic",13.00,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",No,"Credit Card",99.50,5424.25,0.00,0.00,2309.21,7733.46,Stayed,,
0320-JDNQG,Male,28,Yes,0,Oxnard,93035,34.18454000,-119.22466600,1,23,None,Yes,37.95,No,Yes,"Fiber Optic",27.00,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.85,2331.30,0.00,0.00,872.85,3204.15,Churned,Other,"Don't know"
0322-CHQRU,Male,63,No,0,Palmdale,93591,34.59822100,-117.79593000,0,2,None,Yes,25.49,No,Yes,DSL,9.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",45.35,89.50,0.00,0.00,50.98,140.48,Churned,Competitor,"Competitor had better devices"
0322-YINQP,Male,37,No,0,Covina,91723,34.08474700,-117.88684400,0,1,None,Yes,11.35,No,Yes,DSL,9.00,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",48.55,48.55,0.00,0.00,11.35,59.90,Churned,Attitude,"Attitude of support person"
0324-BRPCJ,Female,74,Yes,0,Palmdale,93591,34.59822100,-117.79593000,1,68,None,Yes,21.33,Yes,Yes,Cable,24.00,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.20,6851.65,0.00,0.00,1450.44,8302.09,Churned,Competitor,"Competitor offered more data"
0325-XBFAC,Male,44,No,0,Hoopa,95546,41.16363700,-123.70484100,0,8,None,Yes,19.49,No,Yes,"Fiber Optic",10.00,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",94.70,740.30,0.00,80.00,155.92,976.22,Churned,Competitor,"Competitor offered more data"
0326-VDYXE,Female,21,Yes,0,"Long Beach",90802,33.75252400,-118.21073700,9,70,"Offer A",Yes,16.66,Yes,Yes,"Fiber Optic",26.00,No,No,Yes,No,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",97.65,6982.50,0.00,80.00,1166.20,8228.70,Stayed,,
0327-WFZSY,Male,62,Yes,3,Samoa,95564,40.80963600,-124.18997700,9,39,"Offer C",Yes,17.29,Yes,Yes,"Fiber Optic",75.00,No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",100.00,3835.55,0.00,0.00,674.31,4509.86,Stayed,,
0328-GRPMV,Female,43,No,0,"Burnt Ranch",95527,40.85451200,-123.45009700,0,1,None,Yes,17.37,No,Yes,"Fiber Optic",25.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.10,70.10,0.00,0.00,17.37,87.47,Churned,Competitor,"Competitor had better devices"
0329-GTIAJ,Female,40,No,0,"Garden Grove",92844,33.76647600,-117.96979500,0,3,None,Yes,30.18,No,Yes,"Fiber Optic",7.00,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",97.90,315.30,0.00,0.00,90.54,405.84,Churned,Price,"Price too high"
0330-BGYZE,Male,48,Yes,0,Milford,96121,40.18127900,-120.39296700,8,60,"Offer B",Yes,19.22,Yes,Yes,"Fiber Optic",4.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",102.50,6157.60,0.00,0.00,1153.20,7310.80,Stayed,,
0330-IVZHA,Female,55,Yes,0,Anderson,96007,40.44863200,-122.30665700,1,5,"Offer E",Yes,17.08,No,Yes,"Fiber Optic",10.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",69.95,330.15,0.00,0.00,85.40,415.55,Churned,Attitude,"Attitude of service provider"
0334-GDDSO,Male,77,No,0,"San Diego",92122,32.85723000,-117.20977400,0,3,"Offer E",Yes,9.22,Yes,Yes,"Fiber Optic",14.00,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.35,233.70,0.00,0.00,27.66,261.36,Churned,Competitor,"Competitor made better offer"
0334-ZFJSR,Female,41,Yes,0,"San Diego",92123,32.80881400,-117.13469400,0,55,None,Yes,35.38,Yes,Yes,Cable,13.00,Yes,Yes,No,Yes,No,No,No,No,"One Year",Yes,"Credit Card",66.05,3462.10,44.53,150.00,1945.90,5513.47,Stayed,,
0336-PIKEI,Male,69,Yes,0,Orange,92869,33.79279100,-117.78974900,7,72,"Offer A",Yes,5.27,No,Yes,DSL,9.00,Yes,Yes,Yes,Yes,Yes,No,No,No,"Two Year",No,"Bank Withdrawal",74.40,5360.75,0.00,140.00,379.44,5880.19,Stayed,,
0337-CNPZE,Female,63,No,0,"Los Angeles",90033,34.05019800,-118.21094600,0,41,None,Yes,10.43,Yes,Yes,"Fiber Optic",22.00,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",106.30,4443.45,0.00,130.00,427.63,5001.08,Churned,Price,"Price too high"
0345-HKJVM,Female,43,No,0,"San Diego",92109,32.78783600,-117.23237600,0,6,None,Yes,2.60,No,Yes,"Fiber Optic",22.00,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",89.30,577.60,0.00,0.00,15.60,593.20,Churned,Other,"Don't know"
0345-XMMUG,Female,29,Yes,0,Ione,95640,38.33788000,-120.95420200,6,46,None,Yes,2.00,Yes,Yes,"Fiber Optic",48.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",108.90,4854.30,0.00,0.00,92.00,4946.30,Stayed,,
0348-SDKOL,Female,33,Yes,0,"San Diego",92117,32.82508600,-117.19942400,1,58,None,Yes,3.51,Yes,Yes,"Fiber Optic",28.00,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,"Credit Card",102.10,5885.40,0.00,100.00,203.58,6188.98,Churned,Competitor,"Competitor made better offer"
0354-WYROK,Female,70,Yes,0,"San Francisco",94130,37.82089400,-122.36972500,1,31,"Offer C",Yes,47.95,No,Yes,"Fiber Optic",21.00,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.90,2911.30,0.00,0.00,1486.45,4397.75,Churned,Other,"Don't know"
0356-ERHVT,Male,54,Yes,0,"Santa Cruz",95062,36.97457500,-121.99114900,1,11,"Offer D",Yes,12.95,No,Yes,Cable,6.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",45.90,521.90,0.00,0.00,142.45,664.35,Stayed,,
0356-OBMAC,Female,80,No,0,Winchester,92596,33.65743300,-117.04254000,0,56,None,Yes,17.33,Yes,Yes,"Fiber Optic",16.00,No,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",99.90,5706.30,0.00,0.00,970.48,6676.78,Stayed,,
0362-ZBZWJ,Male,46,No,0,Thornton,95686,38.15779400,-121.52022300,0,36,None,Yes,24.66,Yes,Yes,"Fiber Optic",22.00,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.90,3067.20,0.00,0.00,887.76,3954.96,Churned,Attitude,"Attitude of service provider"
0363-QJVFX,Male,22,No,0,"Lake Hughes",93532,34.65957900,-118.58421200,0,32,"Offer C",Yes,27.69,Yes,Yes,"Fiber Optic",73.00,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",108.15,3432.90,0.00,0.00,886.08,4318.98,Churned,Attitude,"Attitude of service provider"
0363-SVHYR,Male,28,Yes,3,Paramount,90723,33.89712200,-118.16443200,10,71,"Offer A",Yes,10.11,Yes,Yes,DSL,59.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",86.85,6263.80,0.00,0.00,717.81,6981.61,Stayed,,
0365-BZUWY,Male,58,Yes,0,"San Juan Capistrano",92675,33.52144700,-117.60255500,2,17,"Offer D",Yes,10.11,Yes,Yes,"Fiber Optic",2.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",102.55,1742.50,0.00,0.00,171.87,1914.37,Stayed,,
0365-GXEZS,Male,55,Yes,0,Copperopolis,95228,37.94395400,-120.67108000,6,18,"Offer D",Yes,31.79,No,Yes,"Fiber Optic",19.00,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",78.20,1468.75,0.00,0.00,572.22,2040.97,Stayed,,
0365-TRTPY,Female,52,No,0,Covina,91724,34.08111000,-117.85393500,0,37,None,Yes,11.73,Yes,Yes,"Fiber Optic",30.00,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",91.20,3382.30,0.00,0.00,434.01,3816.31,Stayed,,
0369-ZGOVK,Female,56,Yes,2,Cypress,90630,33.81847700,-118.03830700,6,28,"Offer C",Yes,12.94,No,Yes,"Fiber Optic",24.00,No,No,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",70.40,1992.20,0.00,0.00,362.32,2354.52,Stayed,,
0374-AACSZ,Female,63,No,0,Lancaster,93534,34.72752900,-118.15309800,0,1,"Offer E",Yes,38.33,No,Yes,DSL,24.00,Yes,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",50.15,50.15,0.00,50.00,38.33,138.48,Joined,,
0374-IOEGQ,Female,62,No,0,Gonzales,93926,36.52588000,-121.39671900,0,3,None,Yes,15.59,No,Yes,Cable,27.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",44.60,122.70,0.00,0.00,46.77,169.47,Joined,,
0376-OIWME,Male,24,Yes,0,"San Ysidro",92173,32.55582800,-117.04007300,3,36,"Offer C",Yes,41.33,No,Yes,"Fiber Optic",41.00,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.60,3366.05,16.56,0.00,1487.88,4837.37,Stayed,,
